"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","Entrez","Description"
"382","AT1G03030",441.14839996611,-0.867619260256205,0.162796751607458,0.00217111032131456,0.0277214742570936,"AT1G03030",839473,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G03030)"
"383","AT5G43700",435.387241176288,1.32683537523822,0.177464856237728,6.33073816104422e-08,2.43365587739397e-06,"IAA4",834390,"AUX/IAA transcriptional regulator family protein(ATAUX2-11)"
"384","AT3G22550",426.201769971632,1.05889365661686,0.190869884607264,0.000249921044923118,0.0043196283740109,"AT3G22550",821826,"NAD(P)H-quinone oxidoreductase subunit, putative (DUF581)(AT3G22550)"
"385","AT4G27530",620.208403495755,-2.09920470882071,0.573870481836623,0.000353325738055977,0.00581317520274187,"AT4G27530",828862,"hypothetical protein(AT4G27530)"
"386","AT5G65165",543.138723624062,-1.51512906830377,0.293060458945095,3.23448046265465e-05,0.000716377094810648,"SDH2-3",836640,"succinate dehydrogenase 2-3(SDH2-3)"
"387","AT2G46740",499.749700113687,2.33407057651565,0.228938091312145,7.88069770317034e-18,1.23125042382918e-15,"GULLO5",819287,"D-arabinono-1,4-lactone oxidase family protein(GulLO5)"
"388","AT1G24580",470.940892713218,-1.27195720421856,0.295912574514996,0.000876159751743566,0.012717455591877,"AT1G24580",2745762,"RING/U-box superfamily protein(AT1G24580)"
"389","AT3G02880",385.710098958538,0.982855849032651,0.121350052687345,9.67649910337643e-07,3.00942155500306e-05,"AT3G02880",821198,"Leucine-rich repeat protein kinase family protein(AT3G02880)"
"390","AT4G34590",377.963461701562,1.01791777073332,0.201579519026943,0.000952189196109031,0.0136908246588372,"ATB2",NA,NA
"391","AT1G70710",413.699686092994,0.85799415295902,0.150612889475578,0.00134542886998902,0.0184619637886046,"CEL1",843408,"glycosyl hydrolase 9B1(GH9B1)"
"392","AT2G38170",451.271678448413,0.901979497615105,0.149700967059694,0.000446230860028248,0.00708896134882345,"CAX1",818395,"cation exchanger 1(CAX1)"
"393","AT1G53500",464.017628062625,1.61688818441272,0.190292085158086,3.89304477388044e-11,2.56630546190484e-09,"RHM2",841785,"NAD-dependent epimerase/dehydratase family protein(MUM4)"
"394","AT1G10850",465.274056328014,0.945601228952751,0.138118573631855,4.69331143062509e-05,0.000992628175432031,"AT1G10850",3766694,"Leucine-rich repeat protein kinase family protein(AT1G10850)"
"395","AT1G55210",420.081471419013,2.24280998562234,0.177974202512924,6.6775075472659e-26,2.24567974157373e-23,"DIR20",841964,"Disease resistance-responsive (dirigent-like protein) family protein(AT1G55210)"
"396","AT1G77590",390.229797297709,0.974944471579462,0.202655789821003,0.00206740879884602,0.0266373541472095,"LACS9",844094,"long chain acyl-CoA synthetase 9(LACS9)"
"397","AT5G06980",437.883562885051,-1.55653761340111,0.207797150024803,6.16128683057977e-09,2.86636745023295e-07,"AT5G06980",830589,"hypothetical protein(AT5G06980)"
"398","AT3G44320",382.068822510923,1.27311504051456,0.186216002548233,9.72269488308902e-07,3.01905652379112e-05,"NIT3",823557,"nitrilase 3(NIT3)"
"399","AT4G32150",440.700729946266,1.20366896219119,0.283342701269307,0.00149884215834682,0.0202865116684294,"VAMP711",829347,"vesicle-associated membrane protein 711(VAMP711)"
"400","AT1G62300",374.952894953701,1.35874059185934,0.184636477545666,6.99667768290327e-08,2.65445656948693e-06,"WRKY6",842527,"WRKY family transcription factor(WRKY6)"
"401","AT5G20700",515.983756477528,1.88163332207326,0.237744853149535,9.58518095209261e-11,5.85197416773605e-09,"AT5G20700",832193,"senescence-associated family protein, putative (DUF581)(AT5G20700)"
"402","AT2G26580",410.90081120725,0.982020048824266,0.147012536230994,4.35232991973497e-05,0.000926597964242289,"YAB5",817199,"plant-specific transcription factor YABBY family protein(YAB5)"
"403","AT4G02770",484.906651448318,2.74938087700569,0.364935363704177,1.3178357606274e-11,9.37222120515012e-10,"PSAD1",828183,"photosystem I subunit D-1(PSAD-1)"
"404","AT5G25610",422.403654975782,1.67385299052525,0.252023905611022,9.00408806478085e-08,3.33319245114518e-06,"RD22",832636,"BURP domain-containing protein(RD22)"
"405","AT1G58290",397.765174931438,1.23045404586004,0.118453204132601,1.45185554450468e-12,1.15693645438e-10,"HEMA1",842198,"Glutamyl-tRNA reductase family protein(HEMA1)"
"406","AT3G22790",439.963337200027,1.2098177590912,0.234700073774511,0.000185028331340353,0.003313476670086,"NET1A",821850,"Kinase interacting (KIP1-like) family protein(NET1A)"
"407","AT5G04140",430.387675384395,3.87415971582397,0.290548953969577,1.76039193344619e-34,8.95633249831779e-32,"GLU1",830292,"glutamate synthase 1(GLU1)"
"408","AT3G26690",336.417585036936,1.64949509417068,0.301178849184849,6.66796575159713e-06,0.000172273146410404,"NUDT13",822281,"nudix hydrolase homolog 13(NUDX13)"
"409","AT5G52070",428.016803574054,-1.47147353769198,0.323047281166336,0.00020699780966814,0.0036639166275069,"AT5G52070",835283,"Agenet domain-containing protein(AT5G52070)"
"410","AT3G54560",483.677006860092,1.56010917796422,0.31817714898974,5.65057765306359e-05,0.00116668846817989,"H2AV",824621,"histone H2A 11(HTA11)"
"411","AT4G10770",367.662724128396,1.3735591402426,0.137676038209017,6.23950810147814e-13,5.15851332289705e-11,"OPT7",826672,"oligopeptide transporter 7(OPT7)"
"412","AT2G46270",419.905767459297,-1.1995999441877,0.184884084469333,5.94649037072053e-06,0.000156170695546048,"GBF3",819235,"G-box binding factor 3(GBF3)"
"413","AT4G34131",328.770169542686,2.44003993886584,0.349828242020575,7.21497013588967e-10,3.87965955111986e-08,"UGT73B3",829559,"UDP-glucosyl transferase 73B3(UGT73B3)"
"414","AT5G26340",402.580544046613,1.37652983876,0.242915644257798,1.65825572507677e-05,0.000391703691630635,"STP13",832703,"Major facilitator superfamily protein(MSS1)"
"415","AT2G47630",417.463167261674,1.10055509058102,0.170431445222454,1.69979856035534e-05,0.000400087817729189,"AT2G47630",819376,"alpha/beta-Hydrolases superfamily protein(AT2G47630)"
"416","AT4G38660",392.798588689394,1.24833542326761,0.222223068122518,3.94313627160908e-05,0.000848210642674669,"AT4G38660",830022,"Pathogenesis-related thaumatin superfamily protein(AT4G38660)"
"417","AT1G52280",407.287151240851,1.02261043153194,0.233867967905368,0.00318804291468476,0.0384074969721767,"RABG3D",841658,"RAB GTPase homolog G3D(RABG3d)"
"418","AT3G11210",436.937197168399,1.75354419777721,0.370431853611178,4.72546425572413e-05,0.000997475125128492,"CPRD49",820291,"SGNH hydrolase-type esterase superfamily protein(AT3G11210)"
"419","AT3G11700",399.372357518343,0.84957946471876,0.1487531595202,0.00154658776267332,0.0207067438508529,"FLA18",820342,"FASCICLIN-like arabinogalactan protein 18 precursor(FLA18)"
"420","AT1G60810",424.660529810589,1.22479171699244,0.219843765606528,6.8870685633832e-05,0.00139016494847049,"ACLA-2",842375,"ATP-citrate lyase A-2(ACLA-2)"
"421","AT5G53290",331.443261371236,-1.60262899570527,0.16578372699082,1.2320932015725e-13,1.14775555425359e-11,"CRF3",835410,"cytokinin response factor 3(CRF3)"
"422","AT1G22600",426.720440090848,-1.70710468895706,0.263326363093776,1.4493411649166e-07,5.20033045104434e-06,"AT1G22600",838866,"Late embryogenesis abundant protein (LEA) family protein(AT1G22600)"
"423","AT5G12840",355.638761824824,-1.1575267873406,0.20620078675196,8.91360586720308e-05,0.00174766568791545,"NFYA1",831124,"nuclear factor Y, subunit A1(NF-YA1)"
"424","AT5G56220",381.797466046384,-0.734249916256879,0.10457147133431,0.00123081364831177,0.0170068275834277,"AT5G56220",835721,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT5G56220)"
"425","AT5G03760",421.722997727468,2.82762665721265,0.22984157755932,7.28845736276251e-27,2.58245662485596e-24,"CSLA9",831734,"Nucleotide-diphospho-sugar transferases superfamily protein(ATCSLA09)"
"426","AT3G54810",417.399115490811,1.25033076892701,0.271248499159353,0.000508795865715767,0.0079492343051435,"GATA8",824646,"Plant-specific GATA-type zinc finger transcription factor family protein(BME3)"
"427","AT2G22480",385.567565856391,1.10074758474112,0.227010385625787,0.000780386568672654,0.0114784509233527,"PFK5",816781,"phosphofructokinase 5(PFK5)"
"428","AT2G42580",357.115235075014,1.23023068063972,0.257534417539577,0.000402063976988311,0.00648773747268925,"TTL3",818858,"tetratricopetide-repeat thioredoxin-like 3(TTL3)"
"429","AT5G52882",350.003949862344,1.89095625759607,0.247634768654133,3.72410540651627e-10,2.08151266129847e-08,"AT5G52882",5008305,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT5G52882)"
"430","AT3G18750",384.615968769764,-0.957034579978433,0.188084172403985,0.00153849068833323,0.0206481834598806,"WNK6",821406,"with no lysine (K) kinase 6(WNK6)"
"431","AT5G64170",379.335673068347,-0.950155214157516,0.166713257708939,0.000503070664297833,0.0078659796067751,"AT5G64170",836538,"dentin sialophosphoprotein-like protein(AT5G64170)"
"432","AT2G36800",286.100690497844,1.47682593926902,0.204647691581129,3.96623354123667e-08,1.58665334526649e-06,"UGT73C5",818252,"don-glucosyltransferase 1(DOGT1)"
"433","AT1G13930",379.627046660165,2.32182197117488,0.257682244844743,1.65669068255251e-14,1.75786398519823e-12,"AT1G13930",837953,"oleosin-B3-like protein(AT1G13930)"
"434","AT4G39510",314.566604620676,2.18806664114006,0.241156749685391,1.98865972641098e-14,2.06591551264119e-12,"CYP96A12",830105,"cytochrome P450, family 96, subfamily A, polypeptide 12(CYP96A12)"
"435","AT1G67560",392.505080731066,1.62893118199837,0.173932903087624,5.31850248407621e-13,4.45273106704811e-11,"LOX6",843077,"PLAT/LH2 domain-containing lipoxygenase family protein(LOX6)"
"436","AT1G65340",420.269543998387,2.12568472905733,0.238637743897728,1.49907994251423e-13,1.35820749860125e-11,"CYP96A3",842842,"cytochrome P450, family 96, subfamily A, polypeptide 3(CYP96A3)"
"437","AT2G29380",373.839689595965,-1.01648110841322,0.187037255419616,0.000445246523292118,0.00708466841632895,"HAI3",817487,"highly ABA-induced PP2C protein 3(HAI3)"
"438","AT4G30610",405.115586581479,1.33815435056614,0.205923920239658,1.53863413636374e-06,4.57029618768403e-05,"SCPL24",829184,"alpha/beta-Hydrolases superfamily protein(BRS1)"
"439","AT1G52150",340.276209269871,1.03662470519465,0.190687634789918,0.000374537323035071,0.00609759633552194,"ATHB-15",841645,"Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein(ATHB-15)"
"440","AT4G00360",359.010677002675,2.14797154442256,0.17883981408439,2.19343506212847e-23,5.65222577957833e-21,"CYP86A2",828019,"cytochrome P450, family 86, subfamily A, polypeptide 2(CYP86A2)"
"441","AT1G74310",273.026597112237,2.40213141138086,0.405333536131768,9.71827559280251e-08,3.57092637615532e-06,"CLPB1",843771,"heat shock protein 101(HSP101)"
"442","AT5G19940",375.571980532046,2.02126739709943,0.205813622364425,8.39347187852392e-16,1.06758505777995e-13,"PAP8",832116,"Plastid-lipid associated protein PAP / fibrillin family protein(AT5G19940)"
"443","AT5G18660",450.145048557587,1.16816256207183,0.278362500615416,0.00190551060749245,0.0247604069900886,"DVR",831984,"NAD(P)-binding Rossmann-fold superfamily protein(PCB2)"
"444","AT1G32060",434.376789299435,1.75746064085489,0.251118111866702,2.04300381666294e-08,8.62495355962256e-07,"PRK",840098,"phosphoribulokinase(PRK)"
"445","AT1G73620",415.690025879764,1.62623782496103,0.207149434180844,1.08761524112606e-09,5.70911682921249e-08,"AT1G73620",843696,"Pathogenesis-related thaumatin superfamily protein(AT1G73620)"
"446","AT3G60450",329.060353466498,1.63982821290796,0.257228649388979,3.26550374456864e-07,1.09264966778636e-05,"AT3G60450",825216,"Phosphoglycerate mutase family protein(AT3G60450)"
"447","AT5G04000",388.179364442617,-1.47555217973509,0.209730636997545,6.98677871674451e-08,2.65445656948693e-06,"AT5G04000",830279,"hypothetical protein(AT5G04000)"
"448","AT5G19120",308.054445364138,1.21244043857538,0.234740376310791,0.000183481185718533,0.00328873865133435,"AT5G19120",832032,"Eukaryotic aspartyl protease family protein(AT5G19120)"
"449","AT4G24510",351.947102508478,2.56645771114375,0.252707991249294,1.23950291536005e-18,2.17647936695346e-16,"CER2",828553,"HXXXD-type acyl-transferase family protein(CER2)"
"450","AT1G74710",344.621288347359,1.70121701489668,0.369075657209847,7.61101598293563e-05,0.00151929355264999,"ICS1",843810,"ADC synthase superfamily protein(EDS16)"
"451","AT1G18890",314.366471880188,0.738505858729184,0.121893319964073,0.0042272324245388,0.0490794299401398,"CPK10",838470,"calcium-dependent protein kinase 1(CDPK1)"
"452","AT1G74210",380.874464716288,0.814365782648259,0.149770388215844,0.00362703579520204,0.0429507601479632,"GDPD5",843761,"PLC-like phosphodiesterases superfamily protein(GDPD5)"
"453","AT5G22140",320.879739258056,2.9479603024368,0.184699452360851,3.20743103913727e-44,2.65174361160674e-41,"AT5G22140",832275,"FAD/NAD(P)-binding oxidoreductase family protein(AT5G22140)"
"454","AT1G26560",333.687353645142,1.53051457892962,0.203246905663902,7.25712640734570e-09,3.32554046592502e-07,"BGLU40",839196,"beta glucosidase 40(BGLU40)"
"455","AT1G76180",351.224581144753,1.49986787992722,0.199232767280293,1.05250866466173e-08,4.70357588383289e-07,"ERD14",843950,"Dehydrin family protein(ERD14)"
"456","AT1G12900",359.630444518551,2.77145135732528,0.397497069646438,2.73884267193417e-10,1.54826542155321e-08,"GAPA2",837848,"glyceraldehyde 3-phosphate dehydrogenase A subunit 2(GAPA-2)"
"457","AT1G49730",286.327271015662,1.43638559434588,0.23088538258383,2.01918665859599e-06,5.84033552184572e-05,"AT1G49730",841396,"Protein kinase superfamily protein(AT1G49730)"
"458","AT3G53530",285.12047872629,1.41221256987952,0.208290856270725,3.52621160972847e-07,1.17394447584282e-05,"NAKR3",824521,"Chloroplast-targeted copper chaperone protein(NAKR3)"
"459","AT4G15760",303.872883717118,3.07606115875102,0.198903303298837,3.26684901821804e-42,2.31502922212437e-39,"MO1",827255,"monooxygenase 1(MO1)"
"460","AT5G64120",436.317837191208,3.8457239730826,0.446707791388822,2.23707145888444e-16,3.08249804772119e-14,"PER71",836533,"Peroxidase superfamily protein(AT5G64120)"
"461","AT5G44380",419.389573065895,1.62809723671329,0.286098048615797,3.23507424843571e-06,9.04089341372696e-05,"AT5G44380",834464,"FAD-binding Berberine family protein(AT5G44380)"
"462","AT3G17650",331.646830225517,1.03734594991363,0.149973599116247,1.11932509279038e-05,0.000275212496792399,"YSL5",821032,"YELLOW STRIPE like 5(YSL5)"
"463","AT5G58600",335.190172794542,0.964929217153626,0.150725078673822,9.20259381357102e-05,0.00179899375811701,"PMR5",835974,"Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein (DUF828)(PMR5)"
"464","AT4G30280",326.721773835785,2.42790870410594,0.209990104409621,9.85748935192961e-23,2.32847980620223e-20,"XTH18",829151,"xyloglucan endotransglucosylase/hydrolase 18(XTH18)"
"465","AT1G72610",430.492618707066,3.9072847283791,0.507194501140113,2.52520091042505e-13,2.21703701171034e-11,"GLP1",843593,"germin-like protein 1(GER1)"
"466","AT4G36380",276.853919853825,-1.09186153155532,0.197759728098403,0.000189851147341955,0.00339021865005721,"ROT3",829790,"Cytochrome P450 superfamily protein(ROT3)"
"467","AT4G31550",314.093836118886,1.09020209086987,0.220385732168552,0.000678607334418922,0.0101316228213245,"WRKY11",829282,"WRKY DNA-binding protein 11(WRKY11)"
"468","AT4G35770",392.676889467263,1.99227752329985,0.400801696037053,1.10781561513287e-05,0.000273739445024489,"STR15",829730,"Rhodanese/Cell cycle control phosphatase superfamily protein(SEN1)"
"469","AT2G32415",332.745749375751,-1.42785734490783,0.175348013364715,1.45537342469561e-09,7.55956007665193e-08,"AT2G32415",817803,"Polynucleotidyl transferase, ribonuclease H fold protein with HRDC domain-containing protein(AT2G32415)"
"470","AT5G44260",492.485450711189,-1.17505587970425,0.310634182349428,0.00385644236359641,0.0454661493633273,"AT5G44260",834449,"Zinc finger C-x8-C-x5-C-x3-H type family protein(AT5G44260)"
"471","AT5G55470",362.006801533957,-1.00164622545004,0.165742367558389,0.000143453816653426,0.00265771300657075,"NHX4",835640,"Na+/H+ (sodium hydrogen) exchanger 3(NHX3)"
"472","AT5G08000",326.327376781135,2.39836201217421,0.288312165167891,6.15381900560058e-13,5.10895718448229e-11,"PDCB2",830694,"glucan endo-1,3-beta-glucosidase-like protein 3(E13L3)"
"473","AT1G75180",326.616576892437,0.908285287559959,0.191160900104825,0.00387995160961285,0.0456890206753342,"AT1G75180",843855,"Erythronate-4-phosphate dehydrogenase family protein(AT1G75180)"
"474","AT1G01380",353.488480038327,2.36951273125058,0.303442582980158,1.23703440224299e-11,8.8292218019084e-10,"ETC1",838096,"Homeodomain-like superfamily protein(ETC1)"
"475","AT4G20860",375.521190912963,1.7485707204505,0.238624828369545,2.94564418174439e-09,1.42575586584202e-07,"AT4G20860",827834,"FAD-binding Berberine family protein(AT4G20860)"
"476","AT4G19230",402.546133236807,3.27811365125229,0.286366611775738,3.82900718601511e-24,1.05521056367933e-21,"CYP707A1",827663,"cytochrome P450, family 707, subfamily A, polypeptide 1(CYP707A1)"
"477","AT5G16000",304.44486321688,1.14726202921556,0.2508382533959,0.00100880339681331,0.0143591657098778,"NIK1",831457,"NSP-interacting kinase 1(NIK1)"
"478","AT3G16100",314.085196168181,1.37893248661703,0.347169650293048,0.00112370966316126,0.0157796511935214,"RABG3C",820855,"RAB GTPase homolog G3C(RABG3c)"
"479","AT5G02540",317.596215901638,1.04081942578751,0.222788300068329,0.00164964647772076,0.0218945052915956,"AT5G02540",831913,"NAD(P)-binding Rossmann-fold superfamily protein(AT5G02540)"
"480","AT5G24850",306.007992961197,-1.34102687077397,0.15570673130708,5.87045910911869e-10,3.1912780724146e-08,"CRY3",832554,"cryptochrome 3(CRY3)"
"481","AT5G13170",302.72059903272,1.98465971786076,0.278166151011463,2.24030307366319e-09,1.11954679625391e-07,"SWEET15",831156,"senescence-associated gene 29(SAG29)"
"482","AT1G63220",334.600480582916,2.42316447445509,0.348731135842353,1.05941534446252e-09,5.59067001724077e-08,"AT1G63220",842627,"Calcium-dependent lipid-binding (CaLB domain) family protein(AT1G63220)"
"483","AT5G44110",359.518561784892,2.78319168311174,0.218829774068425,3.4372396105402e-28,1.36403416704677e-25,"ABCI21",834434,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(ABCI21)"
"484","AT4G38770",394.254120395926,8.5970269755476,1.53728345974809,8.2407026816152e-10,4.39548447872604e-08,"PRP4",830032,"proline-rich protein 4(PRP4)"
"485","AT1G76690",304.883890578144,2.47546943709379,0.271925009009004,2.94567738727376e-15,3.47905539989797e-13,"OPR2",844002,"12-oxophytodienoate reductase 2(OPR2)"
"486","AT4G29020",372.09349509464,1.05922387969397,0.248325079080794,0.00285809991901548,0.0349417243333981,"AT4G29020",829023,"glycine-rich protein(AT4G29020)"
"487","AT5G46710",213.459030680108,2.1631610339167,0.19190013759093,9.56093617905961e-21,2.08470434796594e-18,"AT5G46710",834714,"PLATZ transcription factor family protein(AT5G46710)"
"488","AT3G44190",301.394769633098,1.23019889726993,0.192011027856085,5.56619300623666e-06,0.000147063118015643,"AT3G44190",823541,"FAD/NAD(P)-binding oxidoreductase family protein(AT3G44190)"
"489","AT2G03760",312.484993030771,1.38998920153343,0.176240562842207,6.35972513861155e-09,2.94835668692361e-07,"SOT12",814903,"sulfotransferase 12(SOT12)"
"490","AT5G63800",318.740896206423,1.30753778991358,0.217452337161566,9.6927777002165e-06,0.00024356532803361,"BGAL6",836500,"Glycosyl hydrolase family 35 protein(MUM2)"
"491","AT3G58120",409.799577035002,2.74453385634545,0.553881039343749,2.00054359778575e-06,5.79485927989267e-05,"BZIP61",824981,"Basic-leucine zipper (bZIP) transcription factor family protein(BZIP61)"
"492","AT3G49670",309.247996433252,2.08943714447896,0.215680082236806,9.03072527502915e-16,1.11992281816955e-13,"BAM2",824129,"Leucine-rich receptor-like protein kinase family protein(BAM2)"
"493","AT1G48480",306.59660971485,2.53409638724072,0.342969628700433,6.57366270754071e-11,4.11875371757887e-09,"RKL1",841269,"receptor-like kinase 1(RKL1)"
"494","AT3G55740",303.534134172278,1.01371411660373,0.189239513510928,0.000537607284797431,0.00833375292574268,"PROT2",824740,"proline transporter 2(PROT2)"
"495","AT4G14690",337.336587134014,3.43290947389553,0.299863113735181,7.0246317139304e-25,2.08033943981801e-22,"ELIP2",827119,"Chlorophyll A-B binding family protein(ELIP2)"
"496","AT1G64710",342.730311243267,1.25813135195053,0.219979760666797,3.32533997589645e-05,0.000731501062103519,"AT1G64710",842779,"GroES-like zinc-binding alcohol dehydrogenase family protein(AT1G64710)"
"497","AT1G26570",281.173800970611,1.14625942366601,0.211515204660455,0.000150203124242802,0.00276982378366699,"UGD1",839197,"UDP-glucose dehydrogenase 1(UGD1)"
"498","AT2G44500",300.569644195366,1.12007474371288,0.18680749903112,4.74492486932088e-05,0.00100051858934182,"AT2G44500",819057,"O-fucosyltransferase family protein(AT2G44500)"
"499","AT5G43020",297.46708326371,1.27589165708435,0.191939402019779,1.94812530954826e-06,5.65954647028647e-05,"AT5G43020",834317,"Leucine-rich repeat protein kinase family protein(AT5G43020)"
"500","AT3G23170",295.422309107382,1.05632069429801,0.182304083610175,0.000142469913218384,0.00264195141876559,"AT3G23170",821893,"hypothetical protein(AT3G23170)"
"501","AT3G44830",258.830313060737,-1.14107697473019,0.215063251348717,0.000209650550958739,0.00370096639868621,"PDAT2",823617,"Lecithin:cholesterol acyltransferase family protein(AT3G44830)"
"502","AT1G11600",348.261672034215,6.41520923684096,0.501457695987017,3.62134268825759e-33,1.71082575286684e-30,"CYP77B1",837704,"cytochrome P450, family 77, subfamily B, polypeptide 1(CYP77B1)"
"503","AT2G18193",190.749361857847,1.37493138311061,0.357281419510927,0.00154633445687846,0.0207067438508529,"AT2G18193",816333,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT2G18193)"
"504","AT2G05520",388.512770503286,1.73236053792739,0.625257067755719,0.0041328919970734,0.0481249078673301,"GRP3",815101,"glycine-rich protein 3(GRP-3)"
"505","AT2G42320",314.318586885389,2.36187014404452,0.191510479732146,2.04997185314952e-25,6.56057121132141e-23,"AT2G42320",818833,"nucleolar protein gar2-like protein(AT2G42320)"
"506","AT2G39900",347.69764268763,2.29723082684116,0.285249643021673,3.50134507497132e-12,2.66182716389199e-10,"WLIN2A",818577,"GATA type zinc finger transcription factor family protein(WLIM2a)"
"507","AT2G43120",210.996093066723,2.22602161849171,0.478048790302142,1.68922130528459e-05,0.000398070417333217,"AT2G43120",818914,"RmlC-like cupins superfamily protein(AT2G43120)"
"508","AT1G02520",240.384963314567,1.69157252044362,0.211551424730655,2.33865854950261e-10,1.34894369009392e-08,"ABCB11",839353,"P-glycoprotein 11(ABCB11)"
"509","AT1G11545",331.612904785613,1.20823604104322,0.159822218520113,1.5966648836936e-07,5.69802601119575e-06,"XTH8",837698,"xyloglucan endotransglucosylase/hydrolase 8(XTH8)"
"510","AT5G19530",317.089359522318,1.48406972382067,0.162687969639018,8.63962534428808e-12,6.25647613435636e-10,"ACL5",832073,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(ACL5)"
"511","AT2G29390",287.524514864306,1.86625098693297,0.197799553076255,2.78279143188887e-14,2.81715038732341e-12,"SMO2-1",817488,"sterol 4-alpha-methyl-oxidase 2-2(SMO2-2)"
"512","AT4G39970",309.882619075604,1.89314715059999,0.243740334414727,1.63973439049027e-10,9.77045338621858e-09,"AT4G39970",830158,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT4G39970)"
"513","AT2G29490",258.480741085759,1.28087411168975,0.253094404402415,0.000147748351640118,0.00272709097045881,"GSTU1",817498,"glutathione S-transferase TAU 1(GSTU1)"
"514","AT3G53750",277.430383313654,1.46159402106464,0.245351311352459,4.14179762962276e-06,0.000112269875091496,"ACT3",824542,"actin 3(ACT3)"
"515","AT5G40890",325.863421945983,3.91138391179746,0.483261366734078,1.29557997797228e-13,1.19067465907446e-11,"CLC-A",834090,"chloride channel A(CLC-A)"
"516","AT3G22880",243.943184905119,1.46420731634458,0.227247855135469,8.189752968317e-07,2.57529442785017e-05,"DMC1",821860,"DNA repair (Rad51) family protein(DMC1)"
"517","AT5G09440",299.811460788919,1.35580811534026,0.163738474612384,2.04231552032958e-09,1.03376593250968e-07,"EXL4",830803,"EXORDIUM like 4(EXL4)"
"518","AT1G47620",361.937112719335,2.42897176434682,0.292134936774813,1.03545047248855e-12,8.42024929308104e-11,"CYP96A8",841171,"cytochrome P450, family 96, subfamily A, polypeptide 8(CYP96A8)"
"519","AT2G15970",375.100154844932,1.29583951320044,0.277568630854515,0.000350731634938043,0.00578488537027486,"COR413PM1",816092,"cold regulated 413 plasma membrane 1(COR413-PM1)"
"520","AT4G08685",326.604928268558,2.20386258655785,0.342971566607432,2.26666096919876e-08,9.50847504246126e-07,"SAH7",826435,"Pollen Ole e 1 allergen and extensin family protein(SAH7)"
"521","AT2G43340",286.76990804176,1.17562684157281,0.165915182618952,1.20570763935062e-06,3.68623281664021e-05,"AT2G43340",818935,"hypothetical protein (DUF1685)(AT2G43340)"
"522","AT5G07990",304.411742595165,3.06682190078723,0.247727110364023,1.80365188430834e-27,6.88231936316272e-25,"CYP75B1",830693,"Cytochrome P450 superfamily protein(TT7)"
"523","AT2G04050",175.457012931133,1.23010488973433,0.325338030174174,0.00299757255267275,0.0363556446149955,"DTXL1",814939,"MATE efflux family protein(AT2G04050)"
"524","AT2G45970",320.693713285521,2.75802897382571,0.241310820181794,1.83223054161944e-23,4.78356821142276e-21,"CYP86A8",819205,"cytochrome P450, family 86, subfamily A, polypeptide 8(CYP86A8)"
"525","AT1G75690",320.613686335745,1.7170449724193,0.250804986175076,3.30072482933778e-08,1.33659147068817e-06,"LQY1",843903,"DnaJ/Hsp40 cysteine-rich domain superfamily protein(LQY1)"
"526","AT1G19860",289.302423150028,-1.05544587838921,0.173737296485067,7.3372583748652e-05,0.00146908053152447,"AT1G19860",838574,"Zinc finger C-x8-C-x5-C-x3-H type family protein(AT1G19860)"
"527","AT4G37450",313.796441674207,2.60757597558723,0.299781381886786,3.43888651092011e-14,3.44618111867054e-12,"AGP18",829900,"arabinogalactan protein 18(AGP18)"
"528","AT1G29090",331.20475490516,1.22251314951913,0.2192318586815,5.99697605256702e-05,0.00123307770813508,"AT1G29090",839784,"Cysteine proteinases superfamily protein(AT1G29090)"
"529","AT3G44290",237.990563131024,-1.13608540088869,0.227623429986711,0.000443651903699736,0.00706496073291345,"NAC60",823554,"NAC domain containing protein 60(NAC060)"
"530","AT4G23800",379.312330032543,2.00598597826032,0.484851909275622,0.000122727733187387,0.00232362946746578,"HMGB6",828480,"HMG (high mobility group) box protein(3xHMG-box2)"
"531","AT5G51010",302.968056932242,1.32115249288853,0.264828218343051,0.000134617879675095,0.00251278266087792,"AT5G51010",835174,"Rubredoxin-like superfamily protein(AT5G51010)"
"532","AT4G11910",263.16268688707,-1.19074481962477,0.236333657796682,0.000278432209340101,0.00472596398436808,"SGR2",826798,"STAY-GREEN-like protein(AT4G11910)"
"533","AT1G78340",216.694513810841,3.81872458546393,0.463567201744524,1.25798145920338e-14,1.37147626997326e-12,"GSTU22",844169,"glutathione S-transferase TAU 22(GSTU22)"
"534","AT2G34930",291.225638313128,1.34348427331909,0.205536867877337,1.55730386830384e-06,4.61883757173165e-05,"AT2G34930",818058,"disease resistance family protein / LRR family protein(AT2G34930)"
"535","AT3G15450",190.155570740821,3.05860680299399,0.381852433330434,4.11740891043952e-13,3.5214494655578e-11,"AT3G15450",820784,"aluminum induced protein with YGL and LRDR motifs(AT3G15450)"
